User,Unauthorized Privilege Escalation,Toxic Privileges,SoD Violation,Conflicting Roles
User4434,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1515,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1948,Yes,finance:AuditTransactions,No,
User1276,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1277,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4191,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1280,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1283,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4905,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2540,Yes,finance:AuditTransactions,No,
User3041,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2003,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1288,Yes,finance:AuditTransactions,No,
User3171,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1525,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1291,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2862,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User226,Yes,finance:AuditTransactions,No,
User1292,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4241,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1299,Yes,finance:AuditTransactions,No,
User1777,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3488,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1302,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1636,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2429,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1305,Yes,finance:AuditTransactions,No,
User3865,Yes,finance:AuditTransactions,No,
User1307,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3102,Yes,finance:AuditTransactions,No,
User3672,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1309,Yes,finance:AuditTransactions,No,
User2272,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1313,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1606,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3061,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2672,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1699,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2213,Yes,finance:AuditTransactions,No,
User3186,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User550,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3637,Yes,finance:AuditTransactions,No,
User1899,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User797,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1332,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1334,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4258,Yes,finance:AuditTransactions,No,
User2596,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1913,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1339,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4516,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2240,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2689,Yes,finance:AuditTransactions,No,
User1764,Yes,finance:AuditTransactions,No,
User4880,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1344,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1347,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2073,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1348,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1653,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1349,Yes,finance:AuditTransactions,No,
User4148,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2799,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1357,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1643,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3283,Yes,finance:AuditTransactions,No,
User2211,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3355,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4533,Yes,finance:AuditTransactions,No,
User3073,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1367,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2002,Yes,finance:AuditTransactions,No,
User4696,Yes,finance:AuditTransactions,No,
User3018,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2829,Yes,hr:ManageSalaries,Yes,HR-Payroll
User737,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1380,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1732,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4320,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2630,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1382,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2564,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1386,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3946,Yes,finance:AuditTransactions,No,
User1387,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2524,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1877,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3592,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4868,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1859,Yes,hr:ManageSalaries,Yes,HR-Payroll
User461,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2796,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1394,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2099,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1395,Yes,hr:ManageSalaries,Yes,HR-Payroll
User605,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1400,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1467,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2669,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3960,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2679,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1403,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2047,Yes,finance:AuditTransactions,No,
User1407,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4373,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1416,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2149,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1887,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1422,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1723,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User827,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1424,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2229,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1430,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1432,Yes,finance:AuditTransactions,No,
User2971,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1433,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2902,Yes,finance:AuditTransactions,No,
User1434,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2923,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1435,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1443,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1508,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1446,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3256,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1045,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1447,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1452,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User755,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1716,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2412,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1464,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1466,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1470,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2286,Yes,finance:AuditTransactions,No,
User2352,Yes,finance:AuditTransactions,No,
User3858,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4838,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1476,Yes,finance:AuditTransactions,No,
User3455,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2985,Yes,finance:AuditTransactions,No,
User1479,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1703,Yes,finance:AuditTransactions,No,
User909,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1480,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2649,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1351,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1635,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1708,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4625,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4310,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1412,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1483,Yes,finance:AuditTransactions,No,
User1494,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1495,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1496,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1501,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2263,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1503,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1182,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2124,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4279,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1511,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2034,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2023,Yes,finance:AuditTransactions,No,
User1512,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2866,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1075,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User227,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1163,Yes,finance:AuditTransactions,No,
User1513,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2711,Yes,hr:ManageSalaries,Yes,HR-Payroll
User652,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1253,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3343,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1520,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2968,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1529,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1532,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1537,Yes,finance:AuditTransactions,No,
User345,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1538,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1540,Yes,finance:AuditTransactions,No,
User3534,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1544,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4391,Yes,hr:ManageSalaries,Yes,HR-Payroll
User831,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1547,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2637,Yes,finance:AuditTransactions,No,
User848,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1548,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2566,Yes,hr:ManageSalaries,Yes,HR-Payroll
User886,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1550,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1553,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1556,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1558,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1814,Yes,finance:AuditTransactions,No,
User1947,Yes,finance:AuditTransactions,No,
User1561,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3533,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1566,Yes,hr:ManageSalaries,Yes,HR-Payroll
User318,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1572,Yes,finance:AuditTransactions,No,
User1618,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4705,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1328,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1573,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1575,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1576,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User212,Yes,finance:AuditTransactions,No,
User1323,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1375,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1578,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1927,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4693,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2018,Yes,finance:AuditTransactions,No,
User1580,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1582,Yes,finance:AuditTransactions,No,
User1587,Yes,finance:AuditTransactions,No,
User146,Yes,finance:AuditTransactions,No,
User455,Yes,finance:AuditTransactions,No,
User1594,Yes,finance:AuditTransactions,No,
User429,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4891,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User131,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2328,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1603,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2341,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1619,Yes,finance:AuditTransactions,No,
User1617,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1622,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4311,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2553,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2345,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User74,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2375,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2840,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1637,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4303,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1644,Yes,finance:AuditTransactions,No,
User4590,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1050,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1655,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2243,Yes,finance:AuditTransactions,No,
User1656,Yes,finance:AuditTransactions,No,
User2218,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1658,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1661,Yes,finance:AuditTransactions,No,
User2010,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User203,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2455,Yes,finance:AuditTransactions,No,
User1669,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1671,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1676,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1678,Yes,finance:AuditTransactions,No,
User1679,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1680,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3159,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3762,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User744,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1695,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1977,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1696,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1098,Yes,finance:AuditTransactions,No,
User2335,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4943,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3673,Yes,finance:AuditTransactions,No,
User1033,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2288,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1707,Yes,finance:AuditTransactions,No,
User2239,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1710,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1711,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1712,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1788,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3799,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1714,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3651,Yes,hr:ManageSalaries,Yes,HR-Payroll
User478,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1726,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2590,Yes,finance:AuditTransactions,No,
User1727,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2757,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1731,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4157,Yes,finance:AuditTransactions,No,
User3721,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1738,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1741,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User389,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1915,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User42,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1451,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2724,Yes,hr:ManageSalaries,Yes,HR-Payroll
User160,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1744,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4650,Yes,finance:AuditTransactions,No,
User1746,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1748,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1750,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1756,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3895,Yes,finance:AuditTransactions,No,
User1757,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1758,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1759,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4609,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1763,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1768,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1770,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1771,Yes,finance:AuditTransactions,No,
User2107,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2386,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1779,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1780,Yes,finance:AuditTransactions,No,
User4714,Yes,finance:AuditTransactions,No,
User3727,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3976,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1785,Yes,finance:AuditTransactions,No,
User1908,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User881,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3990,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1809,Yes,finance:AuditTransactions,No,
User3079,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2575,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1231,Yes,hr:ManageSalaries,Yes,HR-Payroll
User403,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1818,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4186,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2448,Yes,finance:AuditTransactions,No,
User1782,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1463,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2377,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1595,Yes,finance:AuditTransactions,No,
User1835,Yes,finance:AuditTransactions,No,
User2075,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2260,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2496,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1839,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4042,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2194,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1932,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User3274,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2238,Yes,hr:ManageSalaries,Yes,HR-Payroll
User46,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1817,Yes,finance:AuditTransactions,No,
User4345,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1869,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1870,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1871,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1471,Yes,finance:AuditTransactions,No,
User3647,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1876,Yes,finance:AuditTransactions,No,
User1879,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1880,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3581,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1884,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1083,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1898,Yes,hr:ManageSalaries,Yes,HR-Payroll
User820,Yes,finance:AuditTransactions,No,
User2977,Yes,finance:AuditTransactions,No,
User3560,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1906,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1961,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4084,Yes,finance:AuditTransactions,No,
User1910,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2231,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3521,Yes,finance:AuditTransactions,No,
User2167,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4313,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1912,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1920,Yes,finance:AuditTransactions,No,
User2676,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3755,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3016,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1922,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4908,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User450,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1931,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1933,Yes,finance:AuditTransactions,No,
User2776,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1949,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4485,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2830,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1950,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3434,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1958,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1960,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2302,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1962,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1963,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3674,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2702,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1964,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1976,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1966,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2300,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3015,Yes,finance:AuditTransactions,No,
User1974,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2708,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1978,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3025,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2841,Yes,finance:AuditTransactions,No,
User1984,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2534,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User655,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1985,Yes,finance:AuditTransactions,No,
User1988,Yes,finance:AuditTransactions,No,
User2718,Yes,hr:ManageSalaries,Yes,HR-Payroll
User188,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1752,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2893,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1997,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1999,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2004,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2005,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1745,Yes,hr:ManageSalaries,Yes,HR-Payroll
User981,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2008,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2009,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1882,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1936,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2119,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4795,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User309,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2886,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2027,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2029,Yes,finance:AuditTransactions,No,
User2031,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2035,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4581,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2036,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2037,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2049,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1365,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2039,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2042,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2045,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4176,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User975,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2046,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2050,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2199,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2055,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2057,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2059,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2061,Yes,finance:AuditTransactions,No,
User3816,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2064,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2068,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1944,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
